,Code,Nom,S3REnR,Taux d'affection des capacités réservées,X,Y,Puissance des projets en service du S3REnR en cours,Puissance des projets en développement du S3REnR en cours,Capacité d'accueil réservée au titre du S3REnR qui resteàaffecter,Puissance EnR déjé raccordée,Puissance des projets EnR en développement,Capacité réservée aux EnR au titre du S3REnR,Attention: la valeur de la capacité réservée a été modifiée sur ce poste,Quote-Part unitaire actualisée,Attention : Le S3REnR de la région est saturé,dont la convention de raccordement est signée,"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de transport ","Travaux RTE indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",RTE - Capacité d'accueil en HTB2,RTE - Capacité d'accueil en HTB1,"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source",Puissance cumulée des transformateurs existants,Nombre de transformateurs supplémentaires possible,Nombre de transformateurs existants,Consommation minimale,Tension aval,Tension amont,"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",Puissance en file d'attente,Puissance en file d'attente hors S3REnR majorée de la capacité réservée du S3REnR,Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution,"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source.1",Puissance cumulée des transformateurs existants.1,Nombre de transformateurs supplémentaires possible.1,Nombre de transformateurs existants.1,Consommation minimale.1,Tension aval.1,Tension amont.1,"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible.1",Puissance en file d'attente.1,Puissance en file d'attente hors S3REnR majorée de la capacité réservée du S3REnR.1,Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution.1,"Travaux indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible","Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de distribution en HTB",GRDHTB - Capacité d'accueil en HTB2,GRDHTB - Capacité d'accueil en HTB1,ratio_congestion_soutirage,RAM_soutirage,projet_injection,ratio_congestion_injection,RAM_injection,min_RAM
2393,RQFOR,ROQUEFORT,NOUVELLE-AQUITAINE,77%,433805.9,6332913.5,40.6,6.0,0.0,6.1,6.2,46.1,.,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,1.5,72.0,,2.0,3.8,21.0,63.0,,4.2,46.3,65.5,,,,,,,,,,,,,,,,26,53.28,58.599999999999994,89,7.204999999999999,7.204999999999999
2395,RUBLO,LES RUBLOTS,BOURGOGNE-FRANCHE-COMTé,61%,704275.0,6727481.0,2.0,5.4,0.0,3.6,5.7,7.0,Transfert de capacité notifié le 19/07/2024 de -30 MW  et  Notifié le 06/12/2024 : -6 MW,72.71 k€/MW,,0.0,0.0,-,0.0, <= 0.0MW,28.6,40.0,,2.0,2.9,21.0,63.0,Mutation d'un transformateur de 20 en 36 MVA,5.7,43.2,33.6,,,,,,,,,,,,,,,,36,25.6,52.5,100,0.0,0.0
2396,RUE  ,RUE,HAUTS-DE-FRANCE,54%,606127.75,7020678.0,0.0,3.3,31.7,19.5,3.7,35.0,!,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,0.0,72.0,,2.0,6.3,21.0,90.0,,3.7,35.4,52.5,,,,,,,,,,,,,,,,43,41.040000000000006,58.599999999999994,100,0.0,0.0
2397,RUEIL,RUEIL,ILE DE FRANCE,70%,639014.9,6865930.0,1.0,0.0,2.2,1.5,1.4,3.2,,1.83 k€/MW,,0.0,3.2,,0.0, > 15.0MW,2.2,450.0,,8.0,21.7,10.0,227.0,,1.4,4.6,469.7,,,,,,,,,,,,,,,,24,342.0,7.5,1,465.003,342.0
2398,RUEYR,RUEYRES,OCCITANIE,35%,675392.5,6408936.0,2.6,16.5,0.0,10.0,21.4,19.0,7/2024:+4MW de MISTROU,81.6 k€/MW,,0.0,5.9,Travaux de mutation du TR 225/63 kV de RUEYRES (renforcement),0.0, > 15.0MW,0.0,56.0,,2.0,2.2,21.0,63.0,Renforcement d'un transformateur de 20 en 36 MVA,21.4,23.9,26.8,,,,,,,,,,,,,,,,19,45.36,55.3,100,0.0,0.0
2400,RUFFE,LA RUFFE,OCCITANIE,35%,714380.06,6287399.5,0.2,20.5,16.3,1.5,32.5,37.0,_,81.6 k€/MW,,0.0,10.0,Renforcement Lodéve-la Ruffe,, <= 0.0MW,0.0,56.0,,2.0,1.4,21.0,63.0,Ajout d'un transformateur de 36 MVA,32.5,49.0,23.4,,,,,,,,,,,,,,,,12,49.28,83.0,100,0.0,0.0
2402,RUMEN,RUMENGOL,BRETAGNE,96%,171094.73,6824304.5,1.2,3.9,0.0,4.1,4.6,2.0,Transfert +1 MW 17/01/24,19.94 k€/MW,,0.0,0.0,,, > 15.0MW,0.7,40.0,,2.0,4.9,21.0,62.0,,4.6,6.6,36.1,,,,,,,,,,,,,,,,61,15.600000000000001,15.299999999999999,42,20.938000000000002,15.600000000000001
2404,RUNGI,RUNGIS,ILE DE FRANCE,70%,653524.75,6849813.0,0.4,0.3,1.9,1.9,1.2,2.6,,1.83 k€/MW,,0.0,2.6,,0.0, <= 0.0MW,1.9,300.0,,3.0,36.8,20.0,225.0,,1.2,3.5,333.7,,,,,,,,,,,,,,,,61,117.0,6.6,1,330.363,117.0
2405,RUPER,RUPEREUX,ILE DE FRANCE,70%,724800.0,6837421.0,0.7,14.4,2.3,3.0,14.9,17.4,,1.83 k€/MW,,0.0,17.4,,0.0, > 15.0MW,2.3,36.0,,1.0,1.9,20.0,63.0,Création d'un poste source 225/20 kV,14.9,17.9,20.0,,,,,,,,,,,,,,,,26,26.64,35.8,100,0.0,0.0
2406,RUSSY,RUSSY,HAUTS-DE-FRANCE,54%,698027.0,6904909.5,0.1,0.7,0.2,1.0,0.7,1.0,!,75.29 k€/MW,0.0,0.0,0.1,,, > 15.0MW,0.5,72.0,1.0,2.0,0.0,20.0,63.0,4.0,0.7,0.5,70.3,,,,,,,,,,,,,,,,0,72.0,2.2,3,68.19099999999999,68.19099999999999
2407,S.AIR,SALON BEL AIR,PROVENCE-ALPES-COTE-D'AZUR,17%,865661.1,6284515.0,0.6,4.1,55.3,26.0,4.1,60.0,_,76.07 k€/MW,,0.0,56.8,raccordement du poste source,0.0,,25.3,80.0,,2.0,7.5,21.0,227.0,Mutation d'un transformateur de 40 en 70 MVA,17.5,73.4,87.5,,,,,,,,,,,,,,,,46,43.2,103.5,100,0.0,0.0
2409,S.BAR,SERRE-BARBIN,PROVENCE-ALPES-COTE-D'AZUR,17%,979449.7,6434751.5,1.0,0.0,9.0,0.4,0.0,10.0,_,76.07 k€/MW,,0.0,0.0,travaux poste de Champagnier,, <= 0.0MW,9.0,56.0,,2.0,5.4,21.0,63.0,,0.0,10.0,61.0,,,,,,,,,,,,,,,,48,29.12,10.4,17,50.629999999999995,29.12
2410,S.BES,SUPER-BESSE,AUVERGNE-RHONE-ALPES,41%,690209.56,6488587.5,0.7,8.5,10.8,3.8,8.7,20.0,--,41.11 k€/MW,,0.0,3.0,Augmentation des capacités des transit de la liaison 63kV ISSOIRE piquage MONTAIGUT LE BLANC,0.0, <= 0.0MW,0.0,256.0,,3.0,5.9,21.0,90.0,,8.7,20.2,249.4,,,,,,,,,,,,,,,,11,227.84,32.7,13,216.978,216.978
2411,S.BLA,SALON-CROIX-BLANCHE,PROVENCE-ALPES-COTE-D'AZUR,17%,870501.25,6284574.0,1.1,4.1,25.8,7.6,4.4,31.0,_,76.07 k€/MW,,0.0,29.4,,, <= 0.0MW,25.8,108.0,,3.0,10.1,16.0,63.0,,4.4,31.3,106.0,,,,,,,,,,,,,,,,46,58.32000000000001,43.3,40,63.599999999999994,58.32000000000001
2413,S.CHE,SELLES-SUR-CHER,CENTRE,91%,590343.3,6688287.5,0.9,33.8,0.3,2.2,33.8,35.0,2024-04-22 : -1 MW vers RIOU | 2024-04-22 : -1 MW vers ROMORANTIN | 2024-10-01 : +24 MW depuis EURE-ET-LOIR,62.75 k€/MW,,0.0,0.5,,, <= 0.0MW,0.8,72.0,,2.0,5.9,21.0,89.0,,33.8,35.5,41.9,,,,,,,,,,,,,,,,40,43.199999999999996,71.5,100,0.0,0.0
2414,S.COM,SURY-LE-COMTAL,AUVERGNE-RHONE-ALPES,41%,793721.4,6494103.5,1.0,0.4,13.8,5.7,0.4,15.2,--,41.11 k€/MW,,0.0,5.8,Sans Objet,0.0, > 15.0MW,4.5,20.0,,1.0,3.1,21.0,63.0,Mutation d'un transformateur de 20 en 36éMVA,0.4,15.2,17.0,,,,,,,,,,,,,,,,77,4.6,21.3,100,0.0,0.0
2416,S.DAM,SOISSONS-NOTRE-DAME,HAUTS-DE-FRANCE,54%,723268.1,6917435.0,0.1,0.9,28.8,0.9,10.9,29.8,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, <= 0.0MW,0.0,72.0,,2.0,8.6,15.0,63.0,,10.9,39.8,68.8,,,,,,,,,,,,,,,,59,29.520000000000003,51.599999999999994,75,17.2,17.2
2417,S.DEN,SEPT-DENIERS,OCCITANIE,35%,572273.8,6281048.0,0.3,2.7,0.0,1.7,3.1,3.0,03/2023: +2MW de COLOMIERS,81.6 k€/MW,,0.0,0.7,-,0.0, > 15.0MW,0.0,144.0,,4.0,14.7,21.0,63.0,,3.1,3.4,153.9,,,,,,,,,,,,,,,,51,70.56,8.2,5,146.205,70.56
2418,S.FOU,SIX-FOURS,PROVENCE-ALPES-COTE-D'AZUR,17%,931725.0,6227969.0,0.7,0.3,11.0,3.8,0.3,12.0,_,76.07 k€/MW,,0.0,11.8,,, <= 0.0MW,11.0,72.0,,2.0,9.1,21.0,63.0,,0.3,12.0,77.1,,,,,,,,,,,,,,,,63,26.64,16.1,20,61.68,26.64
2420,S.GIR,SALIN-DE-GIRAUD,PROVENCE-ALPES-COTE-D'AZUR,17%,840230.25,6259065.0,0.0,0.9,12.1,1.7,1.4,13.0,_,76.07 k€/MW,,0.0,13.0,,, <= 0.0MW,12.1,40.0,,2.0,1.1,21.0,63.0,,1.4,13.5,38.1,,,,,,,,,,,,,,,,13,34.8,16.6,43,21.717000000000002,21.717000000000002
2421,S.GUI,SILLE-LE-GUILLAUME,PAYS-DE-LA-LOIRE,24%,465772.9,6790715.0,0.3,9.1,26.6,8.7,35.3,36.0,!,45.09 k€/MW,,0.0,5.0,Renforcement liaison 90 kV ALENCON-ZTOUASNIERE. Renouvellement liaison 90 kV VILLAINES-LA-JUHEL - ZTOUASNIERE. LS 90 kV LASSAY - MAYENNE,, > 15.0MW,0.0,66.0,,2.0,4.6,21.0,90.0,,35.3,62.1,26.7,,,,,,,,,,,,,,,,34,43.559999999999995,106.1,100,0.0,0.0
2422,S.LOI,SULLY-SUR-LOIRE,CENTRE,91%,651859.2,6739893.0,1.2,1.6,0.2,2.3,1.7,3.0,2023-08-21 : +1 MW depuis COULLONS | 2023-11-13 : +1 MW depuis INDRE-ET-LOIRE,62.75 k€/MW,,0.0,0.1,,, > 15.0MW,0.0,72.0,,2.0,7.5,21.0,89.0,,1.7,3.6,75.5,,,,,,,,,,,,,,,,52,34.56,7.6,10,67.95,34.56
2425,S.PON,SERRE-PONCON,PROVENCE-ALPES-COTE-D'AZUR,17%,959869.2,6379853.5,1.0,2.4,34.6,8.5,2.8,38.0,_,76.07 k€/MW,,0.0,0.0,travaux poste de Champagnier,0.0, <= 0.0MW,8.6,40.0,,2.0,1.7,21.0,63.0,Mutation de 2 transformateurs de 20 en 36 MVA,2.8,38.4,30.4,,,,,,,,,,,,,,,,21,31.6,49.7,100,0.0,0.0
2426,S.SAU,SEPT-SAULX,GRAND-EST,78%,792027.1,6894559.5,0.6,1.3,0.0,4.1,2.2,1.4,28/12/2023 : -1.2 MW.. 18/11/2024 : +0.13 MW,81.82 k€/MW,Non,0.0,0.1,.,0.0, <= 0.0MW,0.6,20.0,,1.0,2.9,21.0,63.0,,2.2,3.4,16.6,,,,,,,,,,,,,,,,72,5.6000000000000005,9.7,58,6.972000000000001,5.6000000000000005
2427,S.UNI,SARRE-UNION,GRAND-EST,78%,997236.7,6878213.5,0.3,4.5,0.0,2.0,4.7,1.4,18/11/2024 : -12.57 MW,81.82 k€/MW,Non,0.0,14.0,.,0.0, > 15.0MW,9.2,40.0,,2.0,3.4,21.0,62.0,,4.7,14.2,36.7,,,,,,,,,,,,,,,,42,23.200000000000003,20.9,56,16.148,16.148
2429,SABLE,SABLE,PAYS-DE-LA-LOIRE,24%,449225.22,6753897.0,0.4,4.9,38.7,4.4,5.6,44.0,!,45.09 k€/MW,,0.0,44.0,,, > 15.0MW,38.7,72.0,,2.0,5.8,21.0,89.0,,5.6,44.7,67.8,,,,,,,,,,,,,,,,40,43.199999999999996,54.7,80,13.559999999999997,13.559999999999997
2430,SABRA,SABRAN,OCCITANIE,35%,823343.44,6341179.5,0.2,1.0,1.8,3.3,5.6,3.0,_,81.6 k€/MW,,0.0,0.0,,, <= 0.0MW,1.8,36.0,,1.0,3.3,20.0,63.0,,5.6,7.6,30.4,,,,,,,,,,,,,,,,45,19.8,16.5,54,13.983999999999998,13.983999999999998
2431,SACL5,SACLAY,ILE DE FRANCE,70%,638234.0,6850138.0,0.0,0.1,1.1,0.6,0.1,1.2,,1.83 k€/MW,,0.0,1.2,,0.0, <= 0.0MW,1.1,210.0,,3.0,10.9,20.0,225.0,Création d'un poste source 225/20 kV,0.1,1.2,220.2,,,,,,,,,,,,,,,,25,157.5,1.9,0,220.2,157.5
2432,SADIR,SADIRAC,NOUVELLE-AQUITAINE,77%,432931.25,6415355.5,2.1,2.3,1.6,7.1,2.3,6.0,04/07/2024 : +2 MW depuis ST GERAUD DE CORPS,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.0,40.0,,2.0,6.0,21.0,62.0,,3.6,7.2,35.3,,,,,,,,,,,,,,,,75,10.0,16.599999999999998,47,18.709,10.0
2434,SAILL,LE SAILLANT,NOUVELLE-AQUITAINE,77%,579672.06,6466220.0,5.6,8.8,1.3,14.6,9.0,15.7,06/08/2024 : +2 MW depuis ROCHEFOUCAULD (LA),89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.0,72.0,,2.0,6.5,16.0,89.0,,9.0,15.9,54.9,,,,,,,,,,,,,,,,45,39.6,39.5,71,15.921000000000001,15.921000000000001
2436,SAINT,SAINTES,NOUVELLE-AQUITAINE,77%,419227.9,6523259.0,0.9,0.8,1.7,4.7,1.0,3.4,16/12/2022 : -2 MW vers ARCHINGEAY | 06/05/2024 : -1.5 MW vers CHARBONNIERE | 18/01/2024 : -6 MW vers BOISSEUIL,89.94 k€/MW,,0.0,0.0,,0.0, <= 0.0MW,7.6,72.0,,2.0,7.5,16.0,89.0,,1.0,9.6,73.7,,,,,,,,,,,,,,,,52,34.56,15.3,20,58.96000000000001,34.56
2437,SAISI,LES SAISIES,AUVERGNE-RHONE-ALPES,41%,974611.9,6524283.0,0.0,0.0,4.6,0.0,0.0,4.6,--,41.11 k€/MW,,0.0,4.6,Automate du Beaufortain,0.0, <= 0.0MW,4.6,53.0,,2.0,3.8,20.0,63.0,Création d'un poste source 42/20 kV,0.0,4.6,56.6,,,,,,,,,,,,,,,,35,34.45,4.6,8,52.072,34.45
2438,SAISS,LA SAISSE,BOURGOGNE-FRANCHE-COMTé,61%,906175.5,6612368.0,1.7,3.6,0.0,4.1,3.6,5.0,-,72.71 k€/MW,,0.0,0.0,,0.0, > 15.0MW,0.7,72.0,,2.0,4.1,21.0,63.0,,4.8,7.2,67.1,,,,,,,,,,,,,,,,28,51.839999999999996,14.899999999999999,22,52.337999999999994,51.839999999999996
2439,SALAI,SALAISE,AUVERGNE-RHONE-ALPES,41%,841155.4,6473994.0,2.0,3.9,24.1,7.5,3.9,30.0,--,41.11 k€/MW,,0.0,28.5,Augmentation de la capacité de transit de la liaison 63kV GIVORS BAN - AMPUIS - REVENTIN,0.0, <= 0.0MW,13.1,108.0,,3.0,12.5,21.0,63.0,,3.9,19.0,109.1,,,,,,,,,,,,,,,,57,46.440000000000005,30.4,27,79.643,46.440000000000005
2440,SALAN,SALANQUES,OCCITANIE,35%,700184.1,6187630.0,0.7,0.4,4.9,14.3,30.5,6.0,_,81.6 k€/MW,,0.0,2.8,Renforcement transformation Baixas,, <= 0.0MW,4.9,56.0,,2.0,6.0,21.0,63.0,,0.5,6.2,47.1,,,,,,,,,,,,,,,,53,26.32,51.0,100,0.0,0.0
2441,SALEL,LES SALELLES,AUVERGNE-RHONE-ALPES,41%,788341.6,6370337.5,0.3,1.2,14.5,3.2,1.4,16.0,--,41.11 k€/MW,,0.0,0.0,Création du transformateur déphaseur de Montgros et augmentation des capacités de transit de la boucle 225kV Sud Ardéche,0.0, <= 0.0MW,0.0,40.0,,2.0,2.8,21.0,63.0,,1.4,16.2,38.3,,,,,,,,,,,,,,,,35,26.0,20.799999999999997,54,17.618,17.618
2442,SALER,SALERNES,PROVENCE-ALPES-COTE-D'AZUR,17%,962646.5,6278920.0,0.6,0.1,13.3,4.8,13.8,14.0,_,76.07 k€/MW,,0.0,13.7,,, <= 0.0MW,13.3,72.0,,2.0,4.9,21.0,63.0,,13.8,27.8,58.3,,,,,,,,,,,,,,,,34,47.519999999999996,46.400000000000006,79,12.242999999999997,12.242999999999997
2443,SALET,SALETTES,AUVERGNE-RHONE-ALPES,41%,801078.6,6442450.0,1.1,18.9,6.6,5.3,19.6,26.6,"Trsfrt +15 MW le 20/12/23, trsfr +5 MW le 11/07/24 associé au trsft de tvx d'un TR de 20 MVA",41.11 k€/MW,,0.0,0.0,Sans Objet,0.0, <= 0.0MW,10.6,20.0,,1.0,3.4,21.0,63.0,,19.6,31.3,0.0,,,,,,,,,,,,,,,,85,3.0000000000000004,56.2,100,0.0,0.0
2446,SALL7,SALLE (LA),BOURGOGNE-FRANCHE-COMTé,61%,843209.0,6592161.0,0.1,0.5,0.0,0.0,0.5,0.0,Transfert de capacité(s) : Notifié le 06/12/2024 de -10 MW,72.71 k€/MW,,0.0,,,,,9.4,40.0,,2.0,1.8,21.0,63.0,,0.5,10.0,41.8,,,,,,,,,,,,,,,,22,31.200000000000003,10.5,25,31.349999999999998,31.200000000000003
2447,SALLA,SALLANCHES,AUVERGNE-RHONE-ALPES,41%,981267.0,6546106.0,0.0,0.0,9.0,0.0,0.0,9.0,--,41.11 k€/MW,,0.0,9.0,Augmentation de la capacité de transit de la liaison 225kV Passy Pressy,0.0, > 15.0MW,2.0,20.0,,1.0,1.1,21.0,63.0,,0.0,2.0,20.7,,,,,,,,,,,,,,,,27,14.6,2.0,9,18.837,14.6
2449,SALSI,SALSIGNE,OCCITANIE,35%,648479.9,6243289.0,0.1,1.9,0.0,5.3,3.2,2.0,_,81.6 k€/MW,,0.0,0.9,,, <= 0.0MW,0.0,144.0,,4.0,3.7,21.0,63.0,,3.2,3.3,139.2,,,,,,,,,,,,,,,,12,126.72,11.8,8,128.064,126.72
2450,SALZU,SALZUIT,AUVERGNE-RHONE-ALPES,41%,738711.25,6455820.5,0.8,8.3,4.3,2.8,8.5,13.4,--,41.11 k€/MW,,0.0,0.1,Création du poste d'injection 225/63kV de Langeac,0.0, <= 0.0MW,0.0,20.0,,1.0,1.0,21.0,63.0,Mutation d'un transformateur de 20 en 36éMVA,12.5,17.6,5.7,,,,,,,,,,,,,,,,25,15.0,28.900000000000002,100,0.0,0.0
2451,SAMER,SAMER,HAUTS-DE-FRANCE,54%,610670.75,7057707.5,0.0,13.6,0.0,2.0,13.9,12.4,!,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,0.1,72.0,,2.0,7.3,21.0,89.0,,13.9,14.0,63.4,,,,,,,,,,,,,,,,50,36.0,29.9,47,33.602000000000004,33.602000000000004
2452,SAMOI,SAMOIS,ILE DE FRANCE,70%,680635.6,6815126.5,0.3,0.0,1.2,1.0,0.0,1.5,,1.83 k€/MW,,0.0,1.5,,0.0, > 15.0MW,1.2,108.0,,3.0,8.7,21.0,63.0,,0.0,1.5,115.8,,,,,,,,,,,,,,,,40,64.8,2.5,2,113.484,64.8
2454,SANCE,SANCERRE,CENTRE,91%,687626.75,6693127.0,5.2,6.0,0.8,8.0,6.1,12.0,2023-11-13 : -4 MW vers FORTAIE (LA),62.75 k€/MW,,0.0,0.0,,, > 15.0MW,0.8,56.0,,2.0,4.7,21.0,63.0,,6.1,12.1,46.6,,,,,,,,,,,,,,,,41,33.040000000000006,26.2,56,20.503999999999998,20.503999999999998
2455,SANDO,SANDOUVILLE,HAUTE-NORMANDIE,97%,503949.6,6934049.0,5.5,9.1,0.0,1.3,9.1,7.0,,12.40 k€/MW,,0.0,0.0,,0.0, > 15.0MW,0.0,72.0,,2.0,10.6,21.0,89.0,,9.1,15.0,73.2,,,,,,,,,,,,,,,,73,19.44,25.4,34,48.312,19.44
2456,SANDR,SANDRICOURT,HAUTS-DE-FRANCE,54%,636546.94,6902284.0,0.0,0.4,64.6,2.1,1.6,65.0,!,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,64.6,86.0,,3.0,11.8,15.0,63.0,,1.6,66.2,94.1,,,,,,,,,,,,,,,,68,27.519999999999996,69.9,74,24.466,24.466
2457,SANGO,SANGONIS,OCCITANIE,35%,741452.06,6284720.0,0.0,1.1,25.9,2.6,1.1,27.0,_,81.6 k€/MW,,0.0,26.9,,, <= 0.0MW,16.9,40.0,,2.0,3.6,20.0,63.0,Mutation d'un transformateur de 20 en 36 MVA,1.1,27.0,39.9,,,,,,,,,,,,,,,,45,22.0,30.7,76,9.575999999999999,9.575999999999999
2460,SAONN,SAONNET,BASSE-NORMANDIE,83%,416901.28,6913535.0,10.0,1.6,0.4,2.3,1.8,12.0,,11.94 k€/MW,,0.0,0.6,,0.0, > 15.0MW,12.4,40.0,,2.0,3.8,21.0,89.0,,1.8,24.2,39.7,,,,,,,,,,,,,,,,47,21.200000000000003,28.299999999999997,71,11.513000000000002,11.513000000000002
2462,SARDO,SARDON,AUVERGNE-RHONE-ALPES,41%,824178.0,6492417.5,1.2,1.6,5.4,6.2,1.6,8.2,--,41.11 k€/MW,,0.0,7.8,Sans Objet,0.0, > 15.0MW,5.4,72.0,,2.0,6.8,20.0,63.0,,1.6,8.2,71.0,,,,,,,,,,,,,,,,47,38.160000000000004,16.0,22,55.38,38.160000000000004
2463,SARLA,SARLAT,NOUVELLE-AQUITAINE,77%,558703.7,6420932.0,3.8,2.0,0.8,5.3,2.0,6.6,29/06/2022 : +2 MW depuis BERGERAC | 25/01/2024 : +2 MW depuis BERTRIC,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.8,72.0,,2.0,6.6,21.0,62.0,,3.2,7.8,70.0,,,,,,,,,,,,,,,,45,39.6,15.1,21,55.300000000000004,39.6
2464,SARR5,SARRE,AUVERGNE-RHONE-ALPES,41%,709355.1,6519074.0,2.2,5.1,4.2,4.7,7.7,11.5,--,41.11 k€/MW,,0.0,9.6,Sans Objet,0.0, <= 0.0MW,4.3,102.0,,3.0,13.2,21.0,63.0,,7.7,14.1,102.8,,,,,,,,,,,,,,,,64,36.72,26.5,25,77.1,36.72
2465,SARR6,SARREGUEMINES,GRAND-EST,78%,997700.4,6896161.5,0.1,1.6,0.8,4.2,1.7,2.5,Non,81.82 k€/MW,Non,0.0,1.6,.,0.0, > 15.0MW,0.8,108.0,,3.0,7.5,21.0,62.0,,2.8,3.7,108.4,,,,,,,,,,,,,,,,34,71.27999999999999,9.600000000000001,8,99.72800000000001,71.27999999999999
2466,SARRE,SARREBOURG,GRAND-EST,78%,996786.75,6856508.5,1.6,1.8,18.9,6.8,22.1,22.3,18/11/2024 : +19.78 MW,81.82 k€/MW,Non,0.0,0.2,.,0.0, > 15.0MW,0.1,108.0,,3.0,8.7,21.0,62.0,,22.1,23.8,87.7,,,,,,,,,,,,,,,,40,64.8,52.7,60,35.080000000000005,35.080000000000005
2467,SARSA,SARSAN,OCCITANIE,35%,452975.47,6227251.5,0.4,3.4,8.2,6.0,3.9,12.0,-,81.6 k€/MW,,0.0,10.7,-,0.0, <= 0.0MW,8.2,72.0,,2.0,7.4,21.0,63.0,,3.9,12.4,69.5,,,,,,,,,,,,,,,,51,35.28,22.3,32,47.26,35.28
2468,SARZE,SARZEAU,BRETAGNE,96%,266768.5,6728971.5,0.5,0.8,0.7,1.8,0.8,2.0,Transfert +1 MW 17/01/24,19.94 k€/MW,,0.0,0.6,,, > 15.0MW,0.7,72.0,,2.0,6.2,21.0,62.0,Mutation de deux transformateurs de 20 en 36 MVA,0.8,2.0,75.6,,,,,,,,,,,,,,,,43,41.040000000000006,4.6,6,71.064,41.040000000000006
2469,SAUCA,SAUCATS,NOUVELLE-AQUITAINE,77%,413349.8,6397088.5,5.1,1069.0,52.0,2.0,1069.0,1126.1,13/06/2023 : +40 MW depuis MASQUET | 13/06/2023 : +15 MW depuis BELIET | 13/06/2023 : +15 MW depuis PESSAC,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,12.0,72.0,,2.0,1.6,21.0,62.0,Ajout d'un transformateur de 36 MVA,0.0,17.1,71.6,,,,,,,,,,,,,,,,11,64.08,1088.1,100,0.0,0.0
2470,SAUCL,SAUCLIERES,OCCITANIE,35%,718603.1,6247908.5,1.2,9.5,10.3,9.8,11.8,21.0,_,81.6 k€/MW,,0.0,11.4,,, <= 0.0MW,10.2,108.0,,3.0,11.1,20.0,63.0,,11.8,23.3,97.5,,,,,,,,,,,,,,,,51,52.92,44.900000000000006,46,52.650000000000006,52.650000000000006
2471,SAUCO,SAUCOURT,HAUTS-DE-FRANCE,54%,598350.75,6999607.0,0.1,0.4,2.2,1.0,0.7,2.7,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, > 15.0MW,2.2,108.0,,3.0,8.5,20.0,90.0,Création d'un transformateur 36 MVA,0.7,3.0,114.8,,,,,,,,,,,,,,,,39,65.88,4.7,4,110.208,65.88
2472,SAUDR,SAUDRUPT,GRAND-EST,78%,852397.06,6846946.0,1.1,0.7,0.7,2.8,0.7,2.5,Non,81.82 k€/MW,Non,0.0,1.2,.,0.0, de 0.0MW é 15.0MW,0.7,40.0,,2.0,1.6,21.0,63.0,,0.7,2.5,38.1,,,,,,,,,,,,,,,,20,32.0,6.0,15,32.385,32.0
2474,SAUIL,SAUILLY,BOURGOGNE-FRANCHE-COMTé,61%,726103.06,6735591.0,1.9,5.7,28.4,5.3,5.8,36.0,-,72.71 k€/MW,,0.0,0.0,Raccordement d'un transformateur 63/20 kV,0.0, <= 0.0MW,0.0,40.0,,2.0,4.8,21.0,63.0,Ajout d'un transformateur de 36 MVA,5.8,36.2,33.7,,,,,,,,,,,,,,,,60,16.0,47.300000000000004,100,0.0,0.0
2475,SAUJO,SAUJON,NOUVELLE-AQUITAINE,77%,395796.4,6516313.0,1.9,5.4,0.8,5.8,28.8,8.1,15/10/2024 : +2 MW depuis THAIMS,89.94 k€/MW,,0.0,0.0,!,, <= 0.0MW,2.8,72.0,,2.0,6.6,21.0,90.0,Ajout d'un transformateur de 36 MVA,35.1,39.8,37.7,,,,,,,,,,,,,,,,45,39.6,74.4,100,0.0,0.0
2479,SAULE,SAULES,ILE DE FRANCE,70%,630891.2,6854926.0,0.1,0.0,1.2,1.2,0.1,1.3,,1.83 k€/MW,,0.0,1.3,,0.0, <= 0.0MW,1.2,340.0,,6.0,27.1,15.0,227.0,,0.6,1.9,365.3,,,,,,,,,,,,,,,,39,207.4,3.2,0,365.3,207.4
